Artikelnummer;Artikelname
A02928;Malfy Gin con Limone 41%vol. - 0,7L
A02929;Malfy Gin Rosa 41%vol. - 0,7L
A02222;Beefeater 24 London Dry Gin 45%vol. - 0,7L
A01640;Rubicon Mangosaft Deluxe - 1L
A01642;Rubicon Guavensaft Deluxe - 1L
A01641;Rubicon Lycheesaft Deluxe - 1L
A01643;Rubicon Passionsfrucht Deluxe - 1L
A01005;Dose Fanta Lemon - 24x0,33L
A02482;J&B Rare Whiskey 40%vol. - 0,7L
A02255;Ciroc Wodka 40%vol. - 0,7L
A02553;Ciroc Vodka 40%vol. - 3L
A02220;Ballantine's Finest Scotch Whiskey 40%vol. - 0,7L
A02320;Jim Beam Bourbon Whiskey 40%vol. - 0,7L
A02414;Sourz Apple Likör 15%vol. - 0,7L
A02382;Pimm's No°1 25%vol. - 0,7L
A02308;Highland Park Whiskey Single Malt 40%vol. - 0,7L
A02478;Glenfiddich 12 Years 40%vol. - 0,7L
A02932;"Glennfiddich Single Malt Whisky ""15 YO"" 40%vol. - 0,7L"
A02306;Hendrick's Gin 44%vol. - 0,7L
A02266;Drambuie Whiskylikör 40%vol. - 0,7L
A02297;Glenmorangie Scotch Whisky Single Malt 40%vol. - 0,7L
A02213;Bacardi Carta Blanca Superior White Rum 37,5%vol. - 0,7L
A02551;Bacardi Carta Blanca 37,5%vol. - 3L
A02214;Bacardi Carta Negra Black Rum 37,5%vol. - 0,7L
A02212;Bacardi Carta Fuego 40%vol. - 1L
A02233;Bombay Original London Dry Gin 37,5%vol. - 1L
A02232;Bombay Sapphire London Dry Gin 40%vol. - 0,7L
A02302;Grey Goose Wodka 40%vol. - 0,7L
A02554;Grey Goose Wodka 40%vol. - 3L
A02484;Jameson Whiskey 40%vol. - 0,7L
A02219;Baileys Original Irish Cream Sahnelikör 17%vol. - 0,7L
A02430;Tullamore Dew Irish Whiskey 40%vol. - 0,7L
A01123;Glas Coca-Cola Zero - 24x0,2L
A01185;Glas Sprite - 24x0,33L
A02309;Isle Of Jura Whisky Single Malt 40%vol. - 0,7L
A11139;(X)TK Golden Pagoda Knoblauch gehackt 4x4mm - 1kg
A02428;Tomatin Scotch Whisky 40%vol. - 0,7L
A02241;Bushmills Irish Whiskey Single Malt 40%vol. - 0,7L
A02500;Sourz Red Berry Likör 15%vol. - 0,7L
A02415;Sourz Blackcurrant Likör 15%vol. - 0,7L
A02483;Jack Daniel's Fire Whiskey 35%vol. - 0,7 l
A02311;Jack Daniel's Gentleman Jack 45%vol. - 0,7L
A02557;Jack Daniel's Tennessee Bourbon 40%vol. - 3L
A02312;Jack Daniel's Single Barrel 45%vol. - 0,7L
A02314;Jack Daniel's Tennessee Bourbon 40%vol. - 0,7L
A01407;Pet Ioli Wasser still - 24x0,5L
A01406;Pet Ioli Wasser still - 6x1,5L
A02790;Ktima Biblia Chora Weißwein 14,5%vol. - 0,75L
A02623;Ktima Biblia Chora Rosewein 14%vol. - 0,75L
A02624;Ktima Biblia Chora Rotwein 14%vol. - 0,75L
A02782;Achaia Clauss Demestica Weißwein - 0,75L
A02613;Achaia Clauss Demestica Weiswein 12%vol. - 2L
A02610;Achaia Clauss Demestica Rotwein - 0,75L
A02611;Achaia Clauss Demestica Rotwein 12%vol. - 2L
A02835;(X)Aroma Lofou Weiss Wein Trocken - 0,75 L
A02836;(X)Aroma Lofou Rot Wein Trocken - 0,75 L
A06344;Papadopoulos Caprice Schokorollen - 400g
A06343;Papadopoulos Caprice Schokorollen - 115g
A06351;(X)Makvel Spaghetti No°6 - 500g
A06352;(X)Makvel Pastitsio Machharoni No°2 - 500g
A06350;(X)Makvel Kritharaki griech. Reisnudeln mittel - 500g
A02817;Cavino Mavrodaphne Rotwein - 2L
A02841;Cavino Muscat Likörwein weiß - 2L
A02843;Cavino Retsina Weißwein 11%vol. - 0,75L
A02819;Cavino Imiglykos weiß&lieblich 11%vol. (GR) - 0,75L
A02856;Cavino Imiglykos Rotwein lieblich - 2L
A02857;Cavino Imiglykos Weißwein lieblich - 2L
A02842;Cavino Retsina Weißwein 11%vol. - 2L
A02818;Cavino Imiglykos rot&lieblich 12%vol. (GR) - 0,75L
A02294;Cavino Deus Mavrodaphne roter Likörwein 15%vol. - 0,75L
A02288;Cavino Deus Samos Muscat weißer Likörwein 15%vol. - 0,75L
A02789;Cavino Imiglykos Geschenkwein - 0,375L
A02838;Cavino Ionos Weißwein - 0,75 L
A02837;Cavino Ionos Rotwein - 0,75 L
A02839;Cavino Ionos Weißwein - 2 L
A02840;Cavino Ionos Rotwein - 2 L
A02844;(X)Cavino Naoussa Rotwein 12,5%vol. - 0,75L
A02977;Mega Spileo Cuvée III rot&trocken 14%vol. (GR) - 0,75L
A02978;(X)Mega Spileo Cuvée III weiß&trocken 12%vol. (GR) - 0,75L
A02638;(X)Rodos Rotwein - 2L
A02645;(X)Tsantali Chalkidiki Rotwein 11,5%vol. - 0,75L
A02647;(X)Tsantali Imiglykos Weißwein - 2L
A02663;Boutani Naousa Rotwein - 0,75L
A02832;(X)Cambas Meli Ritos Imiglykos rot - 0,75L
A02834;Cambas Makedonikos Weiss - 2L
A02816;Cambas Makedonikos rosé - 2L
A02651;(X)Cambas Makedonikos Rosewein - 0,75L
A06326;Zanae Rote Paprika gebraten - 450g
A06308;Zanae Weinblätter gefüllt mit Reis - 2kg
A06330;Zanae Weinblätter gefüllt mit Reis - 200g
A06328;Zanae Tomaten&Paprika gefüllt mit Reis - 280g
A06515;Zanae Auberginen eingelegt - 280g
A06324;Zanae Okraschoten - 280g
A06516;Zanae Gemischtes Gemüse Tourlou - 280g
A06318;Zanae Grüne Bohnen - 280g
A06317;Zanae Weiße Riesenbohnen in Tomatensoße - 2kg
A06311;Zanae Stifado Kleine Zwiebel in Tomatensoße - 280g
A06316;Zanae Giganten Bohnen - 280g
A06321;Zanae Keftedaki Meatballs in Tomatensoße - 280g
A06315;"Zanae Dicke weiße Bohnen ""Gigantes"" natural - 800g"
A06327;Zanae Tintenfisch griechisch pikant - 185g
A06337;Zanae Tomatenmark griechisch - 410g
A06334;"Zanae Weiße Riesenbohnen ""Naturell"" - 2kg"
A06331;Zanae Weinblätter gefüllt mit Reis & Rindfleisch - 200g
A06323;Zanae Muscheln in weißer Soße, Saganaki - 160g
A06322;Zanae Muscheln in Tomatensoße - 160g
A06335;Zanae Zichorie in Salzwasser Radikia - 280g
A06353;Zanae Tomatenmark - 4,55kg
A06329;Zanae Tomatensuppe - 200ml
A06336;Zanae Zwiebelsuppe - 200ml
A06320;Zanae Hühnersuppe - 200ml
A06319;Zanae Gulaschsuppe - 200ml
A06314;Zanae Bohnensuppe - 200ml
A08605;Nitril Handschuhe (L) ungepudert - 100Stk.
A03615;TK Kanaki Blätterteig/Kadaifi - 450g
A10010;TK Pitabrot Elviart - 10Stk.
A04640;Dodoni Schafskäse - 2kg
A04639;Dodoni Schafskäse in Tapert - 1kg
A04632;Kefalograviera/griechischer Hartkäse - 250g
A04633;Kefalotiri/griechischer Hartkäse - 250g
A06342;Nescafé Griechischer Frappé - 100g
A03707;Nescafé Griechischer Frappé - 200g
A06341;(X)Nescafé Griechischer Frappé - 2750g
A03703;Loumidis Griechischer Mokka Kaffee - 100g
A06338;Loumidis Griechischer Mokka Kaffee - 194g
A06339;Loumidis Griechischer Mokka Kaffee - 490g
A06340;Nescafé Griechischer Frappé - 700g
A02218;Kefi Ouzo 37,5%vol. - 0,7L
A02374;Krinos Ouzo Mini 40%vol. - 24x0,05L
A06349;(X)Agrino Reis Lais Karolina - 500g
A06347;(X)Agrino Fava Platterbsen - 500g
A06348;(X)Agrino Bohnen mittel - 500g
A06345;(X)Agrino Bohnen Gigantes-Elefantes - 500g
A06346;(X)Agrino Linsen fein - 500g
A02815;Retsina Malamatina Rose wein - 2L
A02631;Retsina Malamatina Weißwein - 0,5L
A02632;Retsina Malamatina Weißwein - 2L
A02630;Retsina Malamatina Weißwein - 0,25L
A02664;(X)Limnos Moscatos - 0,75L
A03799;(X)Griechischer Tzatziki - 2kg
A03814;Paltsidis Taramosalat traditionell griechisch - 2kg
A03801;Karkalis geräucherter Auberginensalat - 2kg
A03811;Rote pikante Fetacreme/Chtipiti - 2kg
A03813;Schafskäsesalat scharf - 2kg
A03809;Karkalis Hummus Salat - 2kg
A03907;Paltsidis Feine Kabeljau-Eier/Fischrogen 15% - 3kg
A03807;Paltsidis Griechischer Taramosalat - 2kg
A03804;Rote Kirschpaprika gefüllt mit Käse - 1900g
A02794;(X)Nemea Rotwein 12% Vol. - 0,75L
A02601;(X)Nemea Rotwein 12% Vol. - 2L
A06555;Oliven schwarz mit Stein extra large (201-230) - 13kg
A06556;Oliven schwarz mit Stein Kalamata (201-230) - 3kg
A06558;Oliven schwarz mit Stein Mammut (101-110) - 3kg
A02967;(X)Chateau Julia Chardonnay weiß&trocken 13,5%vol. (GR) - 0,75L
A02968;(X)Chateau Julia Assyrtiko weiß&trocken 14%vol. (GR) - 0,75L
A02970;(X)Chateau Julia Merlot rot&trocken 14%vol. (GR) - 0,75L
A02969;(X)Chateau Julia Agiorgitiko rot&trocken 14%vol. (GR) - 0,75L
A02251;Costa Lazaridi Tsipouro Idoniko ohne Anis 40%vol. - 0,7L
A02299;Costa Lazaridi Tsipouro mit Anis 43%vol. - 0,2L
A02280;Costa Lazaridi Ouzo Idoniko 40%vol. - 0,2L
A02272;Costa Lazaridi Ouzo Idoniko 40%vol. - 0,7L
A04637;Arvaniti Feta Schafskäse in Scheiben - 4kg
A02298;Pilavas Ouzo 40%vol. - 0,2L
A02381;Pilavas Ouzo Nektar 38%vol. - 0,7L
A02491;Plomari Ouzo 40%vol. - 0,2L
A02385;Plomari Ouzo 40%vol. - 0,7L
A02850;Mostra Retsina Wein 12,5%vol. - 0,5 L
A02846;Mostra Dry Rose Wein 12,5%vol. - 0,5 L
A02847;Mostra Dry Rot Wein 12,5%vol. - 0,5 L
A02849;Mostra Demisec Rose Wein 12,5%vol. - 0,5 L
A02845;Mostra Dry Weiss Wein 12,5%vol. - 0,5 L
A02851;(X)Terre Grec Dry Weiss Wein 12,5%vol. - 0,75 L
A02853;(X)Terre Grec Dry Rose Wein 12,5%vol. - 0,75 L
A02852;(X)Terre Grec Dry Rot Wein 12,5%vol. - 0,75 L
A02855;Mostra Demisec Weiss Wein 12,5%vol. - 0,5 L
A02848;Mostra Demisec Rot Wein 12,5%vol. - 0,5 L
A02488;Metaxa 5° 38%vol. - 0,7L
A02356;Metaxa 7° 40%vol. - 0,7L
A02487;Metaxa 3° 36%vol. - 0,7L
A02353;Metaxa 12° 40%vol. - 0,7L
A02357;Metaxa Grande Fine 40%vol. - 0,7L
A06580;DIMITRA Peperoni grün mit Stiel No1 - 10kg
A06325;Freshland Rote Paprika gebraten/Florinis - 2,6kg
A06627;Freshland Rote Paprika gebraten/Florinis - 500g
A03803;Auberginensalat - 2kg
A03797;Anchovisfilet in Sonnenblumenöl - 1700g
A03796;(X)Salzmakrelenscheiben in Sonnenblumenöl - 1700g
A02974;(X)Skouras Cuvée Prestige weiß&trocken 12,5%vol. (GR) - 0,75L
A02976;(X)Skouras Cuvée Prestige rose&trocken 14%vol. (GR) - 0,75L
A02975;(X)Skouras Cuvée Prestige rot&trocken 14%vol. (GR) - 0,75L
A02791;Ktima Gerovassiliou Weißwein 13,5%vol. - 0,75L
A02626;Ktima Gerovassiliou Rotwein 13,5%vol. - 0,75L
A05066;Creta Drop Extra Vergine Olivenöl - 5L
A05065;Creta Drop Extra Vergine Olivenöl - 1L
A04650;Vassilitsa Feta Schafskäse - 1kg
A04649;Vassilitsa Feta Schafskäse - 12,5kg
A04651;Vassilitsa Feta Schafskäse - 2kg
A10882;TK Sardellen ohne Kopf - 1kg
A10881;TK Sardellenfilet/Gavros - 500g
A02615;(X)Alpha Estate Rosewein 13,5%vol. - 0,75L
A02972;(X)Alpha Estate Axia Syrah Xinomavro rot&trocken 13%vol. (GR) - 0,75L
A02616;(X)Alpha Estate Rotwein 14,5%vol. - 0,75L
A02971;(X)Alpha Estate Sauvignon Blanc Fumé weiß&trocken 13%vol. (GR) - 0,75L
A02617;Alpha Estate Sauvignon Blanc weiß&trocken 13%vol. (GR) - 0,75L
A02618;(X)Alpha Estate Malagouzia weiß&trocken 13%vol. (GR) - 0,75L
A03810;(X)Pitenis Rote Fischroggen 15% - 1,2 kg
A02283;Kalaitzi Tsipouro ohne Anis 40%vol. - 0,7L
A02287;Kalaitzi Tsipouro ohne Anis 40%vol. - 0,2L
A03808;Grüne Peperoni mit Käsefüllung - 1900g
A03805;Rote Paprika gefüllt mit Käse - 1900g
A03795;Grüne Oliven gefüllt mit Käse - 1900g
A08608;Nitril Handschuhe (S) schwarz&ungepudert - 100Stk.
A08606;Nitril Handschuhe (M) schwarz&ungepudert - 100Stk.
A01109;Glas Vio Schorle Apfel Direktsaft - 24x0,25L
A04624;Frischpack Original Cheddar in Scheiben rot - 1kg
A04687;VCC Cheddar Style in Scheiben - 1,107 kg
A06433;Fresh Can Junge Erbsen fein - 4250ml
A06434;Fresh Can Junge Erbsen mit Möhren sehr fein - 4250ml
A06432;Fresh Can Feine junge Brechbohnen - 4250ml
A06431;Fresh Can Fein junge Wachsbrechbohnen - 4250ml
A06435;Fresh Can Karotten gewürfelt - 4250ml
A06436;Fresh Can Karottensalat in Streifen - 4250ml
A06437;(X)Fresh Can Weiße Bohnen naturell - 4250ml
A02411;Smirnoff Red Label Vodka 37,5%vol. - 0,7L
A04803;Debic Sprühsahne 35% ungesüßt - 700ml
A09729;Loda Javel Camasir Suyu - 5L
A04818;Alpro Sojadrink - 1L
A12016;TK Ardo Knoblauchzehen ganz - 1kg
A12044;TK Ardo WOK Mischung - 2,5kg
A11106;TK Ardo Fingermöhrchen - 2,5kg
A12037;TK Ardo Apfelrotkohl Port. (saures Rezept) - 2,5kg
A12015;TK Ardo Zwiebelscheiben - 2,5kg
A12028;TK Ardo Zwiebelwürfel 10x10mm - 2,5kg
A12031;TK Ardo Halbe Avocado - 1kg
A12045;TK Ardo Blumenkohl 30/60 - 2,5kg
A12009;(X)TK Ardo Junge Brechbohnen 4cm - 2,5kg
A12008;TK Ardo Prinz.Bohnen s.fein 7-8mm - 2,5kg
A12036;TK Ardo Ingwer Gewürfelt 4x4 - 250gr
A12005;TK Ardo Broccoli 40/60 - 2,5kg
A12023;TK Ardo Mango Chunks 17-25 - 2,5kg
A12041;TK Ardo Minestrone Klassisch - 2,5kg
A12011;TK Ardo Markerbsen fein 8,75 - 9,3mm - 2,5kg
A12032;TK Ardo Zuckerschoten/Zuckererbsen - 2,5kg
A12033;TK Ardo 8-Kräutermischung - 250gr
A12034;TK Ardo Kräutermischung nach Thailändischer Art - 250gr
A12029;TK Ardo Golden corn fingers/Maisstäbchen - 1kg
A12049;TK Ardo Orange vegetable fingers/Gemüsestäbchen - 1kg
A12048;TK Ardo Red Broccoli fingers/Broccolistäbchen - 1kg
A12035;TK Ardo Estragon 2-4mm - 250g
A12017;TK Ardo Knoblauch gewürfelt - 250g
A12018;TK Ardo Paprikastreifen rot - 2,5kg
A12020;TK Ardo Paprikastreifen rot/grün 5/7mm - 2,5kg
A12000;TK Ardo Blattspinat 50g portioniert - 2,5kg
A12006;TK Ardo Rosenkohl 25/30 - 2,5kg
A12050;TK Ardo Karottenscheiben Wellenschnitt - 2,5kg
A12026;TK Ardo Karottenwürfel 10x10mm - 2,5kg
A12002;TK Ardo Balkangemüse - 2,5kg
A12001;TK Ardo Kaisergemüse - 2,5kg
A12003;TK Ardo Markererbsen sehr fein / Möhren - 2,5kg
A12040;TK Ardo Julienne-Gemüsemischung - 2,5kg
A12027;TK Ardo Brunoise Mix - 2,5kg
A12038;TK Ardo Chinagemüse - 2,5kg
A12043;TK Ardo Suppengrün - 2,5kg
A12046;TK Ardo Sommergemüse - 2,5kg
A12012;TK Ardo Himbeeren- 2,5kg
A12010;TK Ardo Beerenteller - 2,5kg
A08873;Plastikschale (A16N) - 250Stk.
A08876;Plastikschale (A9) - 250Stk.
A08871;Plastikschale (A13) - 250Stk.
A08872;Plastikschale (A14) - 250Stk.
A08874;Plastikschale (A23) 2-teilig - 250Stk.
A08875;Plastikschale (A38) 2-teilig - 250Stk.
A10830;TK B.T. Garnelen 8-12 m. Kopf m. Schale - 1kg
A03600;Antalya Tortilla Dürüm 1620g, Ø30cm - 18Stk.
A04201;Deko Truthahn Pizzabelag 57% (halal) - 3,63kg
A04200;Chef Truthahnschinken 85% (halal) Formfleisch - 5kg
A04203;Vlevy Truthahn Pizzabelag 57% (halal) - 5kg
A04218;Vlevy Pizzabelag 51% - 5kg
A04217;Vlevy Hinterschinken 85% rund - 5kg
A04220;Vlevy Vorderschinken 93% - 5kg
A04204;Vlevy Truthahnschinken 93% (halal) - 5kg
A04223;Putenbacon Halal geräuchert&geschnitten - 2x500g
A05325;Heinz DIP Barbecue Soße - 100x25g
A10927;TK Vannamei Garnelen mit 20% Glasur 8-12, o. Kopf o. Schale - 1kg
A10921;(X)TK Marvida Frutti di Mare mit Surimi - 1kg
A08840;Hamburgerpapier braun (250x325mm) - 10Kg
A05274;Nawhal's Andalouse Supreme - 950g
A05275;Nawhal's Samourai Supreme - 950g
A05277;Nawhal's Barbecue - 950g
A05280;Nawhal's Pita-Kebab - 950g
A05279;Nawhal's Cocktail - 950g
A05276;Nawhal's Biggy Burger - 950g
A05278;Nawhal's Marocaine - 950g
A05273;Nawhal's Algerienne - 950g
A05270;Nawhal's Magic Onion - 950g
A05271;Nawhal's Brazil - 950g
A05272;Nawhal's Sauce Miami - 950g
A01117;Glas Coca-Cola - 24x0,2L
A01419;Pet Coca-Cola - 12x1L
A01422;Pet Coca-Cola Light - 12x1L
A01428;Pet Fanta Orange - 12x1L
A01453;Pet Sprite - 12x1L
A01445;Pet Mezzo Mix - 12x1L
A01418;Pet Coca-Cola - 12x0,5L
A01421;Pet Coca-Cola Light - 12x0,5L
A01427;Pet Fanta Orange - 12x0,5L
A01452;Pet Sprite - 12x0,5L
A01443;Pet Lift Apfelschorle - 12x1L
A01425;Pet Coca-Cola Zero - 12x1L
A01424;Pet Coca-Cola Zero - 12x0,5L
A01459;Pet Vio Medium - 18x0,5L
A01460;Pet Vio Spritzig - 18x0,5L
A01480;Pet Fuze Tea Schwarzer Tee Zitrone - 6x1,25L
A01482;Pet Fuze Tea Schwarzer Tee Pfirsich - 6x1,25L
A01434;Pet Fuze Tea Pfirsich Hibiskus - 12x0,4L
A01433;Pet Fuze Tea Pfirsich - 12x0,4L
A01444;Pet Mezzo Mix - 12x0,5L
A01442;Pet Lift Apfelschorle - 12x0,5L
A02812;Sandeman Fine Tawny Porto (halbsüß) 19,5%vol. - 0,75L
A02813;Sandeman Fine White Porto (halbtrocken) 19,5%vol. - 0,75L
A10919;TK Flusskrebsfleisch 100/200 - 1kg
A04662;Sol Dänischer Weißkäse 50% in Scheiben - 4kg
A04661;Sol Dänischer Weißkäse 50% - 15kg
A04301;Bacon Scheiben vom Bauch geräuchert - 1kg
A10150;TK Tulip Spicy Beef Chunks - 1kg
A04300;Bacon geräuchert&gewürfelt - 1kg
A04207;Foodane Pizzabelag 93% - 5kg
A05369;Sierra Madre Jalapeno Cheese Pinata - 3kg
A05368;Sierra Madre Cheddar Cheese Pinata - 3kg
A04502;A-Beta Joghurt 10% - 10kg
A08863;Menübox (ungeteilt) Weiß laminiert - 100Stk.
A02223;Belvedere Organic Pure Wodka 40%vol. - 0,7L
A02552;Belvedere Organic Pure Wodka 40%vol. - 3L
A10499;TK Dünya Hähnchen-Kebap, vorgebraten (halal) - 1kg
A10498;TK Dünya Hackfleisch-Kebap, vorgebraten (halal) - 1kg
A04620;Mascarpone - 500g
A09545;Handtuchrolle 2-lagig groß (100,8m) - 1 Rolle
A08604;Nitril Handschuhe (L) schwarz&ungepudert - 100Stk.
A08610;Nitril Handschuhe (XL) schwarz&ungepudert - 100Stk.
A08330;Smoothie-Cup 300ml (RPET) - 50Stk.
A08331;Smoothie-Cup 500ml (RPET) - 50Stk.
A02204;Amarula Cream Likör 17%vol. - 0,7L
A06212;Frisch Knoblauch - 500g
A05100;Harissa Paprikapaste - 380g
A03543;Long Life Quick Cooking Nudeln mit Ei - 500g
A11141;TK Tsingtao Mini Frühlingsrollen Veggie - 60x15g
A03438;Misako Panko Paniermehl - 10kg
A06510;Tadim Tomatenmark italienisch 28/30 - 800ml
A02486;Linie Aquavit Norw. Spirituose 41,5% vol. - 0,7L
A02201;Aalborg Jubiläums Akvavit 40%vol. - 0,7L
A08803;(X)Chinet Schalen weiß 0,4L (16oz) Papier - 125Stk.
A10896;TK Calamar California 9-15cm - 1kg
A02550;Absolut Vodka 40%vol. - 3L
A02202;Absolut Wodka 40%vol. - 0,7L
A09531;Duni Servietten 3-lagig 1/8 Falz cream 33x33cm - 250Stk.
A09554;Duni Servietten 3-lagig 1/4 Falz kiwi 33x33cm - 250Stk.
A09525;Duni Servietten 3-lagig 1/4 Falz schwarz 33x33cm - 250Stk.
A09521;Duni Servietten 3-lagig 1/4 Falz kiwi 40x40cm - 250Stk.
A09448;Duni Servietten 3-lagig 1/8 Falz kiwi 33x33cm - 250Stk.
A09503;Duni Bestecktasche(schwarz)+Serviette(weiß) - 100Stk.
A09609;Leuchtkerzen kiwi (250x22mm) - 50Stk.
A09465;Duni Zelltuch-Servietten 4-lagig Klassik weiß 40x40cm - 50Stk.
A09466;Duni Zelltuch-Servietten 4-lagig Klassik bordeaux 40x40cm - 50Stk.
A09467;Duni Zelltuch-Servietten 4-lagig Klassik dunkelblau 40x40cm - 50Stk.
A09468;Duni Zelltuch-Servietten 4-lagig Klassik jägergrün 40x40cm - 50Stk.
A09469;Duni Zelltuch-Servietten 4-lagig Klassik rot 40x40cm - 50Stk.
A09470;Duni Zelltuch-Servietten 4-lagig Klassik gelb 40x40cm - 50Stk.
A09471;Duni Zelltuch-Servietten 4-lagig Klassik cream 40x40cm - 50Stk.
A09472;Duni Zelltuch-Servietten 4-lagig Klassik kiwi 40x40cm - 50Stk.
A09608;Leuchtkerzen schwarz (250x22mm) - 50Stk.
A09610;Leuchtkerzen granite grey (250x22mm) - 50Stk.
A09520;Duni Servietten 3-lagig 1/4 Falz granite 33x33cm - 250Stk.
A09526;Duni Servietten 3-lagig 1/4 Falz schwarz 40x40cm - 250Stk.
A09502;Duni Bestecktasche(granite grey)+Serviette(schwarz) - 100Stk.
A09449;Duni Servietten 3-lagig 1/4 Falz plum 33x33cm - 250Stk.
A09450;Duni Servietten 3-lagig 1/4 Falz fuchsia 33x33cm - 250Stk.
A09552;Duni Servietten 3-lagig 1/8 Falz schwarz 33x33cm - 250Stk.
A09473;Duni Zelltuch-Servietten 4-lagig Klassik plum 40x40cm - 50Stk.
A09474;Duni Zelltuch-Servietten 4-lagig Klassik fuchsia 40x40cm - 50Stk.
A09447;Duni Servietten 3-lagig 1/4 Falz weiß 24x24cm - 250Stk.
A09441;Duni Servietten 3-lagig 1/4 Falz kiwi 24x24cm - 250Stk.
A09538;Duni Servietten 3-lagig 1/4 Falz schwarz 24x24cm - 250Stk.
A09442;Duni Servietten 3-lagig 1/4 Falz granite grey 24x24cm - 250Stk.
A09522;Duni Servietten 3-lagig 1/4 Falz rot 24x24cm - 250Stk.
A09443;Duni Servietten 3-lagig 1/4 Falz bordeaux 24x24cm - 250Stk.
A09444;Duni Servietten 3-lagig 1/4 Falz gelb 24x24cm - 250Stk.
A09445;Duni Servietten 3-lagig 1/4 Falz jägergrün 24x24cm - 250Stk.
A09446;Duni Servietten 3-lagig 1/4 Falz dunkelblau 24x24cm - 250Stk.
A09562;Duni Servietten 3-lagig 1/4 Falz cream 24x24cm - 250Stk.
A09475;Duni Zelltuch-Servietten 4-lagig Klassik mint blue 40x40cm - 50Stk.
A09457;Duni Servietten 1-lagig 1/4 Falz weiß 33x33cm - 500Stk.
A09458;Duni Servietten 1-lagig 1/4 Falz bordeaux 33x33cm - 500Stk.
A09459;Duni Servietten 1-lagig 1/4 Falz rot 33x33cm - 500Stk.
A09460;Duni Servietten 1-lagig 1/4 Falz gelb 33x33cm - 500Stk.
A09461;Duni Servietten 1-lagig 1/4 Falz kiwi 33x33cm - 500Stk.
A09511;Duni Servietten 3-lagig 1/4 Falz chestnut 33x33cm - 250Stk.
A09512;Duni Servietten 3-lagig 1/4 Falz chestnut 40x40cm - 250Stk.
A09476;Duni Zelltuch-Servietten 4-lagig Klassik black 40x40cm - 50Stk.
A09477;Duni Zelltuch-Servietten 4-lagig Klassik granite grey 40x40cm - 50Stk.
A09487;Duni Dunisilk-Mitteldecke Linnea weiß 84x84cm - 20Stk.
A09488;Duni Dunisilk-Mitteldecke Linnea cream 84x84cm - 20Stk.
A09489;Duni Dunisilk-Mitteldecke Linnea bordeaux 84x84cm - 20Stk.
A09451;Duni Servietten 3-lagig 1/8 Falz granite grey 33x33cm - 250Stk.
A09478;Duni Zelltuch-Servietten 4-lagig Klassik leaf green 40x40cm - 50Stk.
A08400;Besteckset aus Holz (Messer,Gabel&Serviette) - 1Stk.
A09527;Duni Servietten 3-lagig 1/4 Falz sun orange 33x33cm - 250Stk.
A09528;Duni Servietten 3-lagig 1/4 Falz sun orange 40x40cm - 250Stk.
A09485;Duni Bio-Dunisoft-Servietten weiß 40x40cm - 60Stk.
A09536;Duni Servietten 3-lagig 1/8 Falz weiß 40x40cm - 250Stk.
A09532;Duni Servietten 3-lagig 1/8 Falz cream 40x40cm - 250Stk.
A09564;Duni Servietten 3-lagig 1/8 Falz Sun Orange 40x40cm - 250Stk.
A09563;Duni Servietten 3-lagig 1/8 Falz bordeaux 40x40cm - 250Stk.
A09533;Duni Servietten 3-lagig 1/8 Falz dunkelblau 40x40cm - 250Stk.
A09565;Duni Servietten 3-lagig 1/8 dunkelgrün 40x40cm - 250Stk.
A09530;Duni Servietten 3-lagig 1/8 Falz chestnut 40x40cm - 250Stk.
A09462;Duni Servietten 3-lagig 1/8 Falz granite grey 40x40cm - 250Stk.
A09557;Duni Servietten 3-lagig 1/8 Falz schwarz 40x40cm - 250Stk.
A09464;Duni Servietten 2-lagig 1/8 Falz weiß 40x40cm - 300Stk.
A09486;Duni Bio-Dunisoft-Servietten 1/8 Falz weiß 40x40cm - 60Stk.
A09452;Duni Servietten 3-lagig 1/4 Falz pistachio green 33x33cm - 250Stk.
A09504;Duni Dunicel-Tischset bordeaux 30x40cm - 100Stk.
A09505;Duni Dunicel-Tischset cream 30x40cm - 100Stk.
A09506;Duni Dunicel-Tischset dunkelblau 30x40cm - 100Stk.
A09508;Duni Dunicel-Tischset weiß 30x40cm - 100Stk.
A09507;Duni Dunicel-Tischset gelb 30x40cm - 100Stk.
A09463;Duni Servietten 3-lagig 1/8 Falz natural brown 40x40cm - 250Stk.
A09480;Duni Duniletto-Slim weiß 40x33cm - 65Stk.
A09481;Duni Duniletto-Slim cream 40x33cm - 65Stk.
A09482;Duni Duniletto-Slim bordeaux 40x33cm - 65Stk.
A09483;Duni Duniletto-Slim granite grey 40x33cm - 65Stk.
A09484;Duni Duniletto-Slim schwarz 40x33cm - 65Stk.
A09605;Leuchtkerzen weiß (250x22mm) - 50Stk.
A09602;Leuchtkerzen cream (250x22mm) - 50Stk.
A09600;Leuchtkerzen bordeaux (250x22mm) - 50Stk.
A09603;Leuchtkerzen dunkelblau (250x22mm) - 50Stk.
A09604;Leuchtkerzen rot (250x22mm) - 50Stk.
A09611;Leuchtkerzen gelb (250x22mm) - 50Stk.
A09501;Duni Bestecktasche(cream)+Serviette(bordeaux) - 100Stk.
A09500;Duni Bestecktasche(bordeaux)+Serviette(cream) - 100Stk.
A10701;TK Hähnchen Streifen gegart&geröstet Halal 10mm - 2,5kg
